,blockname,material,positionX,positionY,positionZ,rotationX,rotationY,rotationZ,sizeX,sizeY,sizeZ
387,地面ブロック,tutiBlock,1000,18360,200,0,0,0,1,1,1
388,地面ブロック,tutiBlock,1000,18460,200,0,0,0,1,1,1
389,地面ブロック,tutiBlock,1000,18560,200,0,0,0,1,1,1
390,地面ブロック,tutiBlock,1000,18660,200,0,0,0,1,1,1
391,地面ブロック,tutiBlock,1000,18760,200,0,0,0,1,1,1
392,地面ブロック,tutiBlock,1000,18860,200,0,0,0,1,1,1
393,地面ブロック,tutiBlock,1000,18960,200,0,0,0,1,1,1
394,地面ブロック,tutiBlock,1000,19060,200,0,0,0,1,1,1
395,地面ブロック,tutiBlock,1000,19160,200,0,0,0,1,1,1
396,地面ブロック,tutiBlock,1000,19260,200,0,0,0,1,1,1
397,地面ブロック,tutiBlock,1000,19360,200,0,0,0,1,1,1
398,地面ブロック,tutiBlock,1000,19460,200,0,0,0,1,1,1
399,地面ブロック,tutiBlock,1000,19560,200,0,0,0,1,1,1
400,地面ブロック,tutiBlock,1000,19660,200,0,0,0,1,1,1
401,地面ブロック,tutiBlock,1000,19760,200,0,0,0,1,1,1
402,地面ブロック,tutiBlock,1000,19860,200,0,0,0,1,1,1
403,地面ブロック,tutiBlock,1000,19960,200,0,0,0,1,1,1
404,地面ブロック,tutiBlock,1000,20060,200,0,0,0,1,1,1
405,地面ブロック,tutiBlock,1000,20160,200,0,0,0,1,1,1
406,地面ブロック,tutiBlock,1000,20260,200,0,0,0,1,1,1
407,地面ブロック,tutiBlock,1000,20360,200,0,0,0,1,1,1
408,地面ブロック,tutiBlock,1000,20460,200,0,0,0,1,1,1
409,地面ブロック,tutiBlock,1000,20560,200,0,0,0,1,1,1
410,地面ブロック,tutiBlock,1000,20660,200,0,0,0,1,1,1
411,地面ブロック,tutiBlock,1000,20760,200,0,0,0,1,1,1
412,地面ブロック,tutiBlock,1000,20860,200,0,0,0,1,1,1
413,地面ブロック,tutiBlock,1000,20960,200,0,0,0,1,1,1
414,地面ブロック,tutiBlock,1000,21060,200,0,0,0,1,1,1
415,地面ブロック,tutiBlock,1000,21160,200,0,0,0,1,1,1
416,地面ブロック,tutiBlock,1000,21260,200,0,0,0,1,1,1
417,地面ブロック,tutiBlock,1000,21360,200,0,0,0,1,1,1
418,地面ブロック,tutiBlock,1000,21460,200,0,0,0,1,1,1
419,土管,dokan_Mat,1000,2910,300,0,0,0,1,1.5,1.5
420,土管,dokan1_Mat,1000,3880,290,0,0,0,1,0.75,1
421,土管,dokan2_Mat,1000,3940,290,0,0,0,1,0.75,1
422,土管,dokan_Mat,1000,3910,410,0,0,0,1,1.5,1.5
423,土管,dokan1_Mat,1000,4680,290,0,0,0,1,0.75,1
424,土管,dokan2_Mat,1000,4740,290,0,0,0,1,0.75,1
425,土管,dokan1_Mat,1000,4680,370,0,0,0,1,0.75,1
426,土管,dokan2_Mat,1000,4740,370,0,0,0,1,0.75,1
427,土管,dokan_Mat,1000,4710,490,0,0,0,1,1.5,1.5
428,土管,dokan1_Mat,1000,5780,290,0,0,0,1,0.75,1
429,土管,dokan2_Mat,1000,5840,290,0,0,0,1,0.75,1
430,土管,dokan1_Mat,1000,5780,370,0,0,0,1,0.75,1
431,土管,dokan2_Mat,1000,5840,370,0,0,0,1,0.75,1
432,土管,dokan_Mat,1000,5810,490,0,0,0,1,1.5,1.5
433,レンガブロック,brick_block_Mat,1000,7760,600,0,0,0,1,1,1
434,レンガブロック,brick_block_Mat,1000,7960,600,0,0,0,1,1,1
435,レンガブロック,brick_block_Mat,1000,8060,1000,0,0,0,1,1,1
436,レンガブロック,brick_block_Mat,1000,8160,1000,0,0,0,1,1,1
437,レンガブロック,brick_block_Mat,1000,8260,1000,0,0,0,1,1,1
438,レンガブロック,brick_block_Mat,1000,8360,1000,0,0,0,1,1,1
439,レンガブロック,brick_block_Mat,1000,8460,1000,0,0,0,1,1,1
440,レンガブロック,brick_block_Mat,1000,8560,1000,0,0,0,1,1,1
441,レンガブロック,brick_block_Mat,1000,8660,1000,0,0,0,1,1,1
442,レンガブロック,brick_block_Mat,1000,8760,1000,0,0,0,1,1,1
443,レンガブロック,brick_block_Mat,1000,9160,1000,0,0,0,1,1,1
444,レンガブロック,brick_block_Mat,1000,9260,1000,0,0,0,1,1,1
445,レンガブロック,brick_block_Mat,1000,9360,1000,0,0,0,1,1,1
446,レンガブロック,brick_block_Mat,1000,13160,1000,0,0,0,1,1,1
447,レンガブロック,brick_block_Mat,1000,12960,600,0,0,0,1,1,1
448,レンガブロック,brick_block_Mat,1000,13060,600,0,0,0,1,1,1
449,石ブロック,stoonBlock,1000,13460,300,0,0,0,1,1,1
450,石ブロック,stoonBlock,1000,13560,300,0,0,0,1,1,1
451,石ブロック,stoonBlock,1000,13660,300,0,0,0,1,1,1
452,石ブロック,stoonBlock,1000,13760,300,0,0,0,1,1,1
453,石ブロック,stoonBlock,1000,13560,400,0,0,0,1,1,1
454,石ブロック,stoonBlock,1000,13660,400,0,0,0,1,1,1
455,石ブロック,stoonBlock,1000,13760,400,0,0,0,1,1,1
456,石ブロック,stoonBlock,1000,13660,500,0,0,0,1,1,1
457,石ブロック,stoonBlock,1000,13760,500,0,0,0,1,1,1
458,石ブロック,stoonBlock,1000,13760,600,0,0,0,1,1,1
459,石ブロック,stoonBlock,1000,13960,300,0,0,0,1,1,1
460,石ブロック,stoonBlock,1000,14060,300,0,0,0,1,1,1
461,石ブロック,stoonBlock,1000,14160,300,0,0,0,1,1,1
462,石ブロック,stoonBlock,1000,14260,300,0,0,0,1,1,1
463,石ブロック,stoonBlock,1000,13960,400,0,0,0,1,1,1
464,石ブロック,stoonBlock,1000,14060,400,0,0,0,1,1,1
465,石ブロック,stoonBlock,1000,14160,400,0,0,0,1,1,1
466,石ブロック,stoonBlock,1000,13960,500,0,0,0,1,1,1
467,石ブロック,stoonBlock,1000,14060,500,0,0,0,1,1,1
468,石ブロック,stoonBlock,1000,13960,600,0,0,0,1,1,1
469,石ブロック,stoonBlock,1000,14760,300,0,0,0,1,1,1
470,石ブロック,stoonBlock,1000,14860,300,0,0,0,1,1,1
471,石ブロック,stoonBlock,1000,14960,300,0,0,0,1,1,1
472,石ブロック,stoonBlock,1000,15060,300,0,0,0,1,1,1
473,石ブロック,stoonBlock,1000,15160,300,0,0,0,1,1,1
474,石ブロック,stoonBlock,1000,14860,400,0,0,0,1,1,1
475,石ブロック,stoonBlock,1000,14960,400,0,0,0,1,1,1
476,石ブロック,stoonBlock,1000,15060,400,0,0,0,1,1,1
477,石ブロック,stoonBlock,1000,15160,400,0,0,0,1,1,1
478,石ブロック,stoonBlock,1000,14960,500,0,0,0,1,1,1
479,石ブロック,stoonBlock,1000,15060,500,0,0,0,1,1,1
480,石ブロック,stoonBlock,1000,15160,500,0,0,0,1,1,1
481,石ブロック,stoonBlock,1000,15060,600,0,0,0,1,1,1
482,石ブロック,stoonBlock,1000,15160,600,0,0,0,1,1,1
483,石ブロック,stoonBlock,1000,15460,300,0,0,0,1,1,1
484,石ブロック,stoonBlock,1000,15560,300,0,0,0,1,1,1
485,石ブロック,stoonBlock,1000,15660,300,0,0,0,1,1,1
486,石ブロック,stoonBlock,1000,15760,300,0,0,0,1,1,1
487,石ブロック,stoonBlock,1000,15460,400,0,0,0,1,1,1
488,石ブロック,stoonBlock,1000,15560,400,0,0,0,1,1,1
489,石ブロック,stoonBlock,1000,15660,400,0,0,0,1,1,1
490,石ブロック,stoonBlock,1000,15460,500,0,0,0,1,1,1
491,石ブロック,stoonBlock,1000,15560,500,0,0,0,1,1,1
492,石ブロック,stoonBlock,1000,15460,600,0,0,0,1,1,1
493,土管,dokan_Mat,1000,16310,300,0,0,0,1,1.5,1.5
494,土管,dokan_Mat,1000,18010,300,0,0,0,1,1,1
495,石ブロック,stoonBlock,1000,18260,300,0,0,0,1,1,1
496,石ブロック,stoonBlock,1000,18360,300,0,0,0,1,1,1
497,石ブロック,stoonBlock,1000,18460,300,0,0,0,1,1,1
498,石ブロック,stoonBlock,1000,18560,300,0,0,0,1,1,1
499,石ブロック,stoonBlock,1000,18660,300,0,0,0,1,1,1
500,石ブロック,stoonBlock,1000,18760,300,0,0,0,1,1,1
501,石ブロック,stoonBlock,1000,18860,300,0,0,0,1,1,1
502,石ブロック,stoonBlock,1000,18960,300,0,0,0,1,1,1
503,石ブロック,stoonBlock,1000,19060,300,0,0,0,1,1,1
504,石ブロック,stoonBlock,1000,18360,400,0,0,0,1,1,1
505,石ブロック,stoonBlock,1000,18460,400,0,0,0,1,1,1
506,石ブロック,stoonBlock,1000,18560,400,0,0,0,1,1,1
507,石ブロック,stoonBlock,1000,18660,400,0,0,0,1,1,1
508,石ブロック,stoonBlock,1000,18760,400,0,0,0,1,1,1
509,石ブロック,stoonBlock,1000,18860,400,0,0,0,1,1,1
510,石ブロック,stoonBlock,1000,18960,400,0,0,0,1,1,1
511,石ブロック,stoonBlock,1000,19060,400,0,0,0,1,1,1
512,石ブロック,stoonBlock,1000,18460,500,0,0,0,1,1,1
513,石ブロック,stoonBlock,1000,18560,500,0,0,0,1,1,1
514,石ブロック,stoonBlock,1000,18660,500,0,0,0,1,1,1
515,石ブロック,stoonBlock,1000,18760,500,0,0,0,1,1,1
516,石ブロック,stoonBlock,1000,18860,500,0,0,0,1,1,1
517,石ブロック,stoonBlock,1000,18960,500,0,0,0,1,1,1
518,石ブロック,stoonBlock,1000,19060,500,0,0,0,1,1,1
519,石ブロック,stoonBlock,1000,18560,600,0,0,0,1,1,1
520,石ブロック,stoonBlock,1000,18660,600,0,0,0,1,1,1
521,石ブロック,stoonBlock,1000,18760,600,0,0,0,1,1,1
522,石ブロック,stoonBlock,1000,18860,600,0,0,0,1,1,1
523,石ブロック,stoonBlock,1000,18960,600,0,0,0,1,1,1
524,石ブロック,stoonBlock,1000,19060,600,0,0,0,1,1,1
525,石ブロック,stoonBlock,1000,18660,700,0,0,0,1,1,1
526,石ブロック,stoonBlock,1000,18760,700,0,0,0,1,1,1
527,石ブロック,stoonBlock,1000,18860,700,0,0,0,1,1,1
528,石ブロック,stoonBlock,1000,18960,700,0,0,0,1,1,1
529,石ブロック,stoonBlock,1000,19060,700,0,0,0,1,1,1
530,石ブロック,stoonBlock,1000,18760,800,0,0,0,1,1,1
531,石ブロック,stoonBlock,1000,18860,800,0,0,0,1,1,1
532,石ブロック,stoonBlock,1000,18960,800,0,0,0,1,1,1
533,石ブロック,stoonBlock,1000,19060,800,0,0,0,1,1,1
534,石ブロック,stoonBlock,1000,18860,900,0,0,0,1,1,1
535,石ブロック,stoonBlock,1000,18960,900,0,0,0,1,1,1
536,石ブロック,stoonBlock,1000,19060,900,0,0,0,1,1,1
537,石ブロック,stoonBlock,1000,18960,1000,0,0,0,1,1,1
538,石ブロック,stoonBlock,1000,19060,1000,0,0,0,1,1,1
539,石ブロック,stoonBlock,1000,19960,300,0,0,0,1,1,1
